,id,country,title,title_length,category,tag_num,duration,duration_secs,views,likes,dislikes,comment_count
180,Bg9kBlM5okI,ID,Highlights: Wolves 0-1 Liverpool | Jota wins it at Molineux,59,17,15,PT1M40S,100.0,892114,18118,425,720
181,BNDnMKaYFeU,ID,"WEB SERIES LOVE IS ""US"" | MENGEJAR CINTA #Episode2",50,24,2,PT11M14S,674.0,320602,43975,514,2372
182,XYgSRiDh_Gw,ID,CARA CERDAS PAHLAWAN SUPER MENYELINAPKAN MAKANAN KE KELAS | IDE PRANK LUCU ALA KABOOM!,86,23,26,PT10M41S,641.0,613201,4209,977,134
183,hZPDIpi_26I,ID,HAPPY ASMARA - TALINING ASMORO [ Dj Jhandut Version ] ( Official Music Video ),78,10,31,PT5M21S,321.0,584190,15876,292,4061
184,ii_SY3i4HTU,ID,LANGGANAN SEJAK NIKITA MIRZANI PERAWAN!! MIE AYAM SUNJA NGGAK ADA LAWAN...,74,22,0,PT12M44S,764.0,489707,23197,382,1531
185,2ztbm_jfcHc,ID,"KAKAK BERADIK PODCAST X FAHSYA ATTARAMZI (PART 1) - CERITA SEDIH ""KORBAN"" PEMBANTAIAN 1 KELUARGA!!",98,24,26,PT1H9M58S,4198.0,1164923,64991,852,8830
186,J8BvSADYHYU,ID,"Rusak Mobil Hingga HP Driver Ojol, Preman ini Malah Cekek Polisi - 86",69,24,23,PT12M3S,723.0,1001404,12096,512,3074
187,ZDkoXLuvNg8,ID,KESURUPAN BAKSO SETAN KUAH TERIBLIS,35,22,0,PT16M20S,980.0,1404125,39246,853,2734
188,oMRYXwLRjX4,ID,Leak Babi Mengincar Bayi Bu Agung #HORORMISTERI | Kartun  Hantu Bali,68,1,35,PT9M22S,562.0,631874,15513,817,3622
189,vPiKCMo7trw,ID,Barcelona vs Huesca | LALIGA HIGHLIGHTS | 3/15/2021 | beIN SPORTS USA,69,17,25,PT12M29S,749.0,890291,17343,550,1936
190,HA96bWz5ua0,ID,5 Hantu Jepang yang Membuat Gue Cringe,38,24,35,PT19M54S,1194.0,1001641,63702,1308,5253
191,weNFYpWIIoA,ID,"AUREL PERSIAPKAN LAMARAN, SEKALI SEUMUR HIDUP!!",47,24,20,PT11M35S,695.0,1439439,73561,1144,4540
192,-SPkV2NWSgM,ID,CARA GILA BUAT BAWA MAKANAN KE MANA PUN KAMU PERGI || Kiat DIY Seru! Trik 24 Jam Oleh 123 GO! BOYS,98,26,9,PT8M50S,530.0,3855788,18154,4990,942
193,dODkXTBawRM,ID,Pengantin Kaya Vs Pengantin Miskin | Momen Lucu Dan Canggung Multi Do,69,22,17,PT8M17S,497.0,383589,2938,508,136
194,Du4WMOS2-sA,ID,LIVE: GRAMMY Awards Premiere Ceremony | March 14 at 3pm ET / 12pm PT,68,10,14,PT2H22M50S,8570.0,13457186,589398,31345,76732
195,SSv8jfA2TT0,ID,Kenape ?,8,24,0,PT1M15S,75.0,1816500,32324,55878,15947
196,VLycJ7m2hQw,ID,SHINBI'S HOUSE SEASON 2 EPS. 10 - SIMBOL CINCIN SAKTI,53,24,21,PT1H22M44S,4964.0,307663,7766,243,1272
197,bdy3xv6c3_4,ID,🎲 PMPL ID S3 LIVE GROUP DRAWING 🎲,33,20,46,PT2H14M55S,8095.0,444676,11965,227,228
198,MvzcgkUVNTE,ID,CARA TERKEREN BAWA CAMILAN KE PESTA! || DIY Ide Penyelundupan! Kiat Makanan Oleh 123 GO! BOYS,93,26,9,PT7M8S,428.0,321290,3987,476,263
199,zAtIiAnUxEU,ID,SBY soal KLB: Moeldoko dengan Darah Dingin Lakukan Kudeta,57,25,10,PT21M45S,1305.0,4725801,64345,9340,43423
200,ijm4CHvJdGw,KE,Mbosso - Yalah (Official Music Video),37,10,41,PT3M14S,194.0,1103964,34115,966,3990
201,cI7GcXOdV3E,KE,Highlights | Manchester United 1-0 West Ham | Premier League,60,17,7,PT2M26S,146.0,1577733,29415,635,964
202,7VJCmbAzLbs,KE,WILLY PAUL X MISS P - FALL IN LOVE  (Official video),52,10,16,PT3M29S,209.0,673192,19877,390,2279
203,rDsZT-Ai6ek,KE,"HIGHLIGHTS | Arsenal vs Tottenham Hotspur (2-1) | Premier League | Odegaard, Lacazette",86,17,37,PT2M,120.0,1437798,20716,741,1095
204,u4LiJKJYQ4Q,KE,Otile Brown - Go Down (Official Music Video) sms skiza 7301671 to 811,69,10,5,PT3M13S,193.0,487524,16277,647,1492
205,1TDCQ-swSqc,KE,MADAM UTAFUNGWA MAISHA UNAGONGA DESAGU NYUMA | Henry DeSagu,59,23,6,PT4M11S,251.0,270016,4589,93,406
206,p0HJ4XNNiwE,KE,Kativui Mweene-Performing Vaa Mbee During Agnes Kavindu's Road Show @ Matuu Town                🔥🔥🔥🔥,100,10,0,PT1M5S,65.0,97400,1380,40,366
207,cS9gV8zA89E,KE,HIGHLIGHTS | ARSENAL 2-1 SPURS,30,17,28,PT2M16S,136.0,1053268,13803,641,1512
208,6I2Ed3Nl5wc,KE,Sauti Sol - My Everything ft. India.Arie,40,10,19,PT4M14S,254.0,190690,13426,67,1025
209,O7YvjudnAuk,KE,Mbosso  Ft Diamond Platnumz - Baikoko (Official Audio),54,10,32,PT3M33S,213.0,519445,10966,377,1568
210,4Kj8UPnZfPc,KE,"CBC News: The National | Meghan and Harry’s Oprah interview; Vaccine optimism | March 7, 2021",93,25,22,PT45M51S,2751.0,19761689,112098,35909,0
211,Bg9kBlM5okI,KE,Highlights: Wolves 0-1 Liverpool | Jota wins it at Molineux,59,17,15,PT1M40S,100.0,892114,18118,425,720
212,mQVDDPsOXNw,KE,Superb Reds Claim Derby Day Honours | Manchester City 0-2 Manchester United | Premier League,92,17,38,PT2M45S,165.0,4029674,79373,2336,4858
213,CkTVoLamPio,KE,"Meghan, Duchess of Sussex, opens up about her family",52,25,7,PT10M19S,619.0,10564748,75423,16781,19198
214,fbgbBtqOIlQ,KE,CHRISTIAN LONGOMBA Azungumzia UCHUNGU Aliopitia KABLA YA KIFO CHAKE | His Brother Tells The Story,97,24,22,PT17M34S,1054.0,136546,1754,31,599
215,CDY-Dzt2gpY,KE,Churchill Show - Kamene Goro 's Story,37,23,11,PT41M15S,2475.0,38963,850,20,113
216,WN87oE3Pf48,KE,Nviiri the Storyteller - Niko Sawa ft.  Bien (Official Audio),61,10,34,PT3M39S,219.0,223236,7773,45,709
217,PDyWpiX8YQk,KE,BAHATI - MI AMOR DANCE CHOREOGRAPHY | THE MOVE 26,49,10,10,PT9M6S,546.0,206571,5470,86,457
218,RfcK7ICEa5k,KE,Mwalimu Tom Introduces A New Teacher.,37,23,1,PT19M37S,1177.0,75472,2558,40,349
219,XTh2rsVuDWs,KE,"Nviiri the Storyteller - Birthday Song ft. Sauti Sol, Bensoul & Khaligraph Jones (Official Video)",97,10,33,PT4M26S,266.0,260910,11527,82,854
220,AE5MHL5LAUE,KE,BAHATI - MI AMOR ♥️ (Official Video) - For Skiza Skiza Dial *812*831#,69,10,17,PT3M12S,192.0,756967,25277,799,2848
221,XFfUltKwQr8,KE,The Day Erling Haaland Scored 9 GOALS IN 1 GAME!,48,17,26,PT6M46S,406.0,5319119,102532,1700,5464
222,bIYkP6aPtn4,KE,Highlights FC Barcelona vs SD Huesca (4-1),42,17,48,PT1M31S,91.0,950215,23898,481,822
223,jm7yTJ5-0LA,KE,MASTAA WA BONGO FLEVA WALIVYOIZINDUA NYIMBO YA SUPER WOMAN 2021,63,24,40,PT6M24S,384.0,678452,9262,403,1576
224,adLGHcj_fmA,KE,"Bruno Mars, Anderson .Paak, Silk Sonic - Leave the Door Open [Official Video]",77,10,26,PT4M9S,249.0,44800046,1691069,15153,86688
225,23cB675Q1bs,KE,"EXCLUSIVE: MAAJABU YA MTOTO GENIUS WA HESABU,  ""SIJAFUNDISHWA, WAKUBWA HAWANIWEZI""",82,25,12,PT12M12S,732.0,2159292,16541,1445,3615
226,HQaGW-YURfo,KE,This is fire🔥 Kitole  Kativui and Kasolo At Matuu with wiper Party. Dail *811*79#  to support us.,97,10,0,PT6M17S,377.0,92072,0,0,142
227,fF060WS4Alo,KE,Megan Thee Stallion & Beyoncé Win Best Rap Song | 2021 GRAMMY Awards Show Acceptance Speech,91,10,19,PT4M32S,272.0,2641430,85628,5665,7875
228,gKy9A4nHZOY,KE,MOHA JICHOPEVU ON WHY DP RUTO WAS NEVER ARRESTED OVER JACOB JUMA - Wicked Bytes,79,23,24,PT7M51S,471.0,92656,912,32,172
229,YIn9Q8ZDf9I,KE,Liverpool 0-1 Chelsea | Mason Mount Strike Extends Unbeaten Run | Premier League Highlights,91,17,35,PT2M30S,150.0,2896758,49563,1396,2122
230,3y3CFryn_yU,KE,"Joefes, iPhoolish, Fathermoh, Mbuzi Gang - Sherehe Sheria (Official Video) ft. Jovial",85,10,41,PT3M32S,212.0,105093,4866,22,500
231,2ylDASuwcj0,KE,Shiru's first flight S13E163A,29,24,9,PT12M12S,732.0,102252,972,37,107
232,QG00h0OASmw,KE,Beyoncé Wins Best R&B Performance | 2021 GRAMMY Awards Show Acceptance Speech,77,10,18,PT3M17S,197.0,1749439,56318,2363,3576
233,8GLzH6jMyiM,KE,"'mama usinichoshe, ukinidanganya nitachukia sasaivi,omba tu mamaha, msema kweli ni mpenzi wa Mungu'",99,25,10,PT16M18S,978.0,1113116,3548,530,994
234,RgyAHY6bhyY,KE,Prepare For a Kikuyu President 2022,35,25,0,PT9M57S,597.0,35310,458,34,282
235,pF3hYVAHqY8,KE,BALE AND KANE DOUBLES DEFEAT PALACE | HIGHLIGHTS | Spurs 4-1 Crystal Palace,75,17,25,PT2M13S,133.0,2635982,40296,805,2424
236,OfP0RGdIIBM,KE,Stoopid Boy X Madocho X Pingo X Liyetin {GOTTA CITY} - Magwiji (Official Video),79,10,0,PT3M4S,184.0,59531,4072,88,620
237,Wx4Vpm1KzSY,KE,"Prince Harry, Meghan reveal struggles behind royal rift in Oprah interview",74,25,19,PT4M46S,286.0,6220340,45814,14720,0
238,jJdlgKzVsnI,KE,Doja Cat - Streets (Official Video),35,10,28,PT4M34S,274.0,24526353,1559795,22214,80848
239,_8rFTFKMjNU,KE,Nandy Featuring Koffi Olomide - Leo Leo (Official video),56,10,4,PT3M33S,213.0,2140232,41039,1830,6632
240,gGbRNPJ5HCk,KE,Details of Uhuru 40 Minutes Phone Call to Raila That Saved The Handshake after Orengo - Junet Leaks,99,25,32,PT15M38S,938.0,137327,2290,111,517
241,gPrPHvmrC0U,KE,Lava Lava - Wale Wale (Official Music Video),44,10,54,PT4M22S,262.0,1015291,23815,753,2818
242,BSzSn-PRdtI,KE,Maroon 5 - Beautiful Mistakes ft. Megan Thee Stallion (Official Music Video),76,10,11,PT3M49S,229.0,5459799,245597,5202,12069
243,U0wCHgIc2yU,KE,Mercy Masika - Kuna Namna ( There's a way ) official video . *812*39#,69,10,5,PT3M6S,186.0,61189,2893,17,279
244,C6xpkxV4gMo,KE,Smallgod feat. Harmonize - Marry Me (Official Video),52,10,31,PT2M57S,177.0,365030,17026,663,2553
245,zkR49qFTUAk,KE,Wanja : Ciana ciakwa mũregaga gũka kũnyona njera-inĩ nĩkĩ?,58,25,0,PT11M44S,704.0,71860,641,19,273
246,EXpFFFCvcH4,KE,Top 10 Shocking Things We Learned from the Meghan & Harry Interview,67,24,25,PT12M59S,779.0,3530812,43107,5449,10519
247,j-ZI82iBf9s,KE,Meghan Markle Reveals Kate Middleton Made Her CRY Ahead of Wedding,66,24,23,PT2M44S,164.0,2832614,21040,4211,10138
248,6DD9-W9z62o,KE,Inside the US War On Terror in Somalia,38,25,7,PT15M24S,924.0,1759655,31694,1907,7794
249,0LVNWW9J0VI,KE,"MEJJA : Nampenda EUNICE NJERI, Nimemuimbia | Wasanii Wengi GOSPEL Ni HYPOCRITES | 150K Kwa Collabo??",100,24,16,PT11M10S,670.0,47895,682,12,99
250,Cmz5fRI0pWY,NG,"BURNA BOY: ""LevelUp/Onyeka/Ye""-MEDLEY  | 63rd GRAMMY Awards Premiere Ceremony",77,10,21,PT4M4S,244.0,361081,19639,508,2534
251,vdw7Ls3kgaI,NG,Bella Shmurda - Rush (Official Video),37,10,1,PT2M33S,153.0,429776,18716,375,1281
252,yte1Xggfqxg,NG,Tetracycline and Septrin,24,23,13,PT4M52S,292.0,341298,8959,198,534
253,rDsZT-Ai6ek,NG,"HIGHLIGHTS | Arsenal vs Tottenham Hotspur (2-1) | Premier League | Odegaard, Lacazette",86,17,37,PT2M,120.0,1437798,20716,741,1095
254,qEA3aEHk0MU,NG,Burna Boy And Wizkid In Tears As They Win Grammy Award,54,24,0,PT2M33S,153.0,189266,2845,102,154
255,vCPqqND2NsI,NG,SUNDAY SERVICE: MISS GARGANTUAN IN CHURCH,41,23,3,PT28M4S,1684.0,375601,7320,333,685
256,eUzdwjJTCHU,NG,BRODA SHAGGI AND OFFICER WOOS CAUGHT BY THE REAL OFFICERS,57,23,4,PT14M55S,895.0,425499,14099,232,968
257,Kx68g1rLbbU,NG,Burna Boy Wins Best Global Music Album | 2021 GRAMMY Awards Show Acceptance Speech,82,10,18,PT1M37S,97.0,125783,4308,89,321
258,bIYkP6aPtn4,NG,Highlights FC Barcelona vs SD Huesca (4-1),42,17,48,PT1M31S,91.0,950215,23899,481,822
259,T5V-yjhZIYs,NG,"Zlatan - Lagos Anthem Remix (Official Video) ft. Oberz, Frescool, Oladips, Kabex, Trod",86,10,11,PT4M7S,247.0,218953,9577,97,763
260,cS9gV8zA89E,NG,HIGHLIGHTS | ARSENAL 2-1 SPURS,30,17,28,PT2M16S,136.0,1053268,13803,641,1512
261,XFfUltKwQr8,NG,The Day Erling Haaland Scored 9 GOALS IN 1 GAME!,48,17,26,PT6M46S,406.0,5319119,102532,1700,5464
262,d3vm-P9l9wI,NG,POUNDED YAM (GHENGHENJOKES),27,23,36,PT2M2S,122.0,105727,2880,49,114
263,Du4WMOS2-sA,NG,LIVE: GRAMMY Awards Premiere Ceremony | March 14 at 3pm ET / 12pm PT,68,10,14,PT2H22M50S,8570.0,13457186,589398,31345,76732
264,cI7GcXOdV3E,NG,Highlights | Manchester United 1-0 West Ham | Premier League,60,17,7,PT2M26S,146.0,1577733,29415,635,964
265,yx4bR7oGdBw,NG,Actor and Boss (Jackie Chan's movie put Tegwolo in trouble),59,23,18,PT5M15S,315.0,635788,9225,321,443
266,tgjJlHi7MyE,NG,Cagliari 1-3 Juventus | Ronaldo's First-Half Hat-Trick Seals Comfortable Victory | Serie A TIM,94,17,37,PT4M14S,254.0,4425284,110050,1718,5918
267,yWrUDhy4vwI,NG,Wizkid Visit Burna boy To Celebrate Grammy Awards | Davido & Tiwa Savage,72,24,16,PT12M5S,725.0,60549,1445,23,168
268,mQVDDPsOXNw,NG,Superb Reds Claim Derby Day Honours | Manchester City 0-2 Manchester United | Premier League,92,17,38,PT2M45S,165.0,4029674,79373,2336,4858
269,wqqQAUA0Afs,NG,LOOKING BACK 2020 LATEST NEW MOVIE[EBUBE NWAGBO&FEDRICK LEONARD]NOLLYWOOD MOVIES FUL-Nigerian Movies,100,22,14,PT1H43M19S,6199.0,432030,3237,195,330
270,FkbSZ_hev-0,NG,Better Life - Latest Yoruba Movie 2021 Comedy Wale Akorede | Binta Ayo Mogaji | Olaide Oyedeji,94,24,13,PT1H38M11S,5891.0,440495,2661,137,372
271,JijVw5Dp9TY,NG,Tope Alabi takes PRAISE THE ALMIGHTY 2021 to another level in her 2nd ministration...,85,22,0,PT29M20S,1760.0,133013,2214,64,182
272,8yrMV5JNeEE,NG,IZZAR SO EPISODE 39 ORIGINAL,28,24,0,PT36M2S,2162.0,1053613,11855,1198,1621
273,HQjA-hhDnLQ,NG,GRAMMYs 2021: Cardi B and Megan Thee Stallion's Unforgettable WAP Performance,77,24,29,PT2M26S,146.0,3164533,30330,8883,5872
274,90lA0hS-OcQ,NG,THE NEWLY MARRIED - ONYI ALEX & RAY EMODI NEW HIT MOVIE - AFRICCAN NOLLYWOOD LATEST 2020 FULL MOVIE,99,24,22,PT2H13M31S,8011.0,389467,4120,202,670
275,NrdilekWYgc,NG,PRINCESS OLIVIA SEASON 1 (NEW TRENDING MOVIE} - YUL EDOCHIE|LIZZY GOLD|2021 NIGERIAN MOVIE|NEW MOVIE,100,24,23,PT29M29S,1769.0,166153,3254,74,460
276,ItkDgI5j5MQ,NG,LANDLORD PALAVA 🤦🏽‍♂️.,22,24,5,PT1M23S,83.0,121346,5512,21,203
277,Bg9kBlM5okI,NG,Highlights: Wolves 0-1 Liverpool | Jota wins it at Molineux,59,17,15,PT1M40S,100.0,892114,18118,425,720
278,YIn9Q8ZDf9I,NG,Liverpool 0-1 Chelsea | Mason Mount Strike Extends Unbeaten Run | Premier League Highlights,91,17,35,PT2M30S,150.0,2896758,49563,1396,2122
279,4Kj8UPnZfPc,NG,"CBC News: The National | Meghan and Harry’s Oprah interview; Vaccine optimism | March 7, 2021",93,25,22,PT45M51S,2751.0,19761689,112098,35909,0
280,jKhiidbhRQs,NG,SUNDAY SERVICE: BRO NURU IN CHURCH,34,23,0,PT18M53S,1133.0,350463,7288,242,571
281,pF3hYVAHqY8,NG,BALE AND KANE DOUBLES DEFEAT PALACE | HIGHLIGHTS | Spurs 4-1 Crystal Palace,75,17,25,PT2M13S,133.0,2635982,40296,805,2424
282,qQbnhX6rgSo,NG,TROUBLESOME MOTHER IN-LAW -SIRBALO AND BAE SEASON 2 EPISODE 2,61,24,2,PT16M14S,974.0,96051,4006,63,371
283,-37FwMOcA3E,NG,Namenj - Dama (feat. Hamisu Breaker) [Official Video],53,10,16,PT3M7S,187.0,254458,5000,157,283
284,60f5UbWYiKU,NG,DORATHY TREATS FREAKY DADDY 😂🙆🏾‍♂️,34,24,0,PT2M48S,168.0,556578,17634,179,1244
285,0NM9RV2n0As,NG,BUGUN ZUCIYAR MASOYA EPISODE 33 WITH ENGLISH SUBTITLE,53,1,0,PT33M19S,1999.0,383045,4716,470,698
286,tXiyf6LZavU,NG,Les buts et le débrief de Leicester / Sheffield United - Premier League(J28),76,24,0,PT2M22S,142.0,30845,460,10,25
287,gv66ur_SXEA,NG,The Revelation 😭,16,24,7,PT1M18S,78.0,119365,4935,20,258
288,CkTVoLamPio,NG,"Meghan, Duchess of Sussex, opens up about her family",52,25,7,PT10M19S,619.0,10564748,75423,16781,19198
289,S41IX1MWs2Y,NG,"DOMI STREAM: COVENANT DAY OF BUSINESS BREAKTHROUGHS SERVICE | 14, MARCH 2021 | FAITH TABERNACLE OTA",99,29,0,PT7H58M49S,28729.0,73329,0,0,0
290,ublURTQ_zwU,NG,Akpu Organic Cream 😂😂,21,23,12,PT3M12S,192.0,56703,3171,24,219
291,TU0TdgMGgXU,NG,She Never Knw I Am Only Pretending To Be Poor Company Driver Just 2Knw If She Truly Love Me-Nigerian,100,22,14,PT1H33M12S,5592.0,1029295,6087,630,488
292,eAGoJejFJ6E,NG,"Ana  - 2021 Latest Yoruba Blockbuster Starring Ronke Odusanya, Lateef adedimeji, Motilola Adekunle.",99,24,35,PT1H14M13S,4453.0,468324,2160,144,366
293,GVdYcOmOSU8,NG,Breaking-WAKILI Finally @rrested!Sunday igboho Again,52,22,0,PT11M53S,713.0,102712,801,49,120
294,xDrhYqsrQ64,NG,Laycon - Fall For Me feat. YKB (Lyric Video),44,10,6,PT3M22S,202.0,143096,5335,27,608
295,aaCQNB02LCY,NG,PARIS SAINT-GERMAIN - FC NANTES (1 - 2) - Highlights - (PSG - FCN) / 2020-2021,78,17,29,PT3M32S,212.0,341037,3777,187,319
296,QY_y-LrIQ6w,NG,PRINCESS OLIVIA SEASON 2 (NEW TRENDING MOVIE} - YUL EDOCHIE|LIZZY GOLD|2021 NIGERIAN MOVIE|NEW MOVIE,100,24,23,PT31M,1860.0,117708,2415,52,457
297,XvqhJpLptaU,NG,Banky W - Final Say,19,24,0,PT3M31S,211.0,944392,70105,476,4540
298,Li0iFFnb53I,NG,Laycon - Wagwan (Lyric Video),29,24,6,PT3M5S,185.0,188416,6191,46,669
299,QByrvKtvYZU,NG,10 Surprising Things You Don’t Know About Bukunmi Oluwasina in 2021,67,27,14,PT8M27S,507.0,132880,1315,56,91
300,JVFTdEMGFaU,DE,REAKTION auf „Die M4NIPUL4TIVSTE und LÄCHERLICHSTE Puls Reportage EVER!“| MontanaBlack Reaktion,95,24,15,PT21M33S,1293.0,578597,57107,684,2413
301,nZ304jXWLfI,DE,Fortnite Season 6 Chapter 2 Battle Pass Showcase [No Commentary],64,20,6,PT11M27S,687.0,278617,7371,300,845
302,CedRVIwRGB0,DE,"""Wieso tut man seinem Kind das an?"" - 10 Fragen an den echten Max Mustermann | Galileo | ProSieben",98,24,22,PT12M18S,738.0,413479,18851,270,1297
303,1gzkX5npDuU,DE,Krass Klassenfahrt 10.0 I Trailer,33,22,21,PT1M47S,107.0,104168,12113,233,925
304,vFWv44Z4Jhk,DE,Dua Lipa - Levitating ft. DaBaby / Don't Start Now (Live at the GRAMMYs 2021),77,10,16,PT5M5S,305.0,9792287,633188,10098,24214
305,bIYkP6aPtn4,DE,Highlights FC Barcelona vs SD Huesca (4-1),42,17,48,PT1M31S,91.0,950215,23899,481,822
306,UlIq5gvqOmA,DE,Harry Styles Wins Best Pop Solo Performance | 2021 GRAMMY Awards Show Acceptance Speech,87,10,17,PT2M17S,137.0,2292455,138224,2418,4647
307,8noPnHQGd6s,DE,Klassischer Among Us Abend im Haus!,35,24,13,PT11M9S,669.0,96943,10526,342,604
308,yAuDpsgiOvA,DE,LINDEMANN - Live In Moscow (Out May 21),39,10,7,PT1M40S,100.0,229515,17072,403,0
309,aVAKT9UxJMI,DE,Billie Eilish - everything i wanted (Live From The 63rd GRAMMYs®/2021),70,10,9,PT3M40S,220.0,2244250,297574,2106,22085
310,tkVw03-Kk6w,DE,DAS LIVE EVENT BEGINNT IN SEASON 6 | Fortnite Deutsch,53,20,23,PT10M52S,652.0,96473,9957,126,1373
311,oh5_x1GZRCc,DE,KURDO - PLANET MAYMUN (prod. Zino x Erdem Pancarci x Murabeats),63,10,7,PT2M25S,145.0,245658,28955,1182,5239
312,xsrXFLrP4mY,DE,Frühlingsgefühle liegen in der Luft! Love Island 2021 Folgen 1-3,64,24,24,PT1H2M6S,3726.0,258566,19495,1196,1072
313,gP420597mhY,DE,Wollny-Baby-Glück: Sarafina und Peter erwarten ZWILLINGE!!! 😱🤰✌️ | Folge 198 | Die Wollnys | RTLZWEI,100,24,20,PT13M4S,784.0,62625,3016,38,181
314,3tIlVrb98-k,DE,GRAMMYs 2021: Harry Styles Sings Watermelon Sugar in ELECTRIFYING Performance,77,24,26,PT2M33S,153.0,2114786,68655,1398,1110
315,zVCst6vyV80,DE,Magnus Carlsen Plays Bongcloud Opening Against Hikaru Nakamura and They Laugh While They Are Playing,100,20,5,PT1M33S,93.0,404554,13159,133,585
316,KifIrso1HuE,DE,EIGENHEIM ROOMTOUR 😍 This is VILLA JOHNSON | AnaJohnson,55,24,28,PT31M2S,1862.0,334641,13754,490,744
317,Uzii44SDYFA,DE,Taylor Swift - cardigan / august / willow (Live From The 63rd GRAMMYs ® / 2021),79,10,20,PT5M25S,325.0,1222582,241972,791,17811
318,1C0y0aH0nX4,DE,Osterbrunch | Rezepte für Lidl von Sallys Welt,46,24,31,PT15M56S,956.0,50019,1258,38,178
319,S3ZP-O0pZiw,DE,Knistert es zwischen Pia & Mike?! 🤔❤️‍🔥 | Berlin - Tag & Nacht #2401,68,24,25,PT14M21S,861.0,364884,13720,403,1069
320,NZ-JgoftTTY,DE,Day 3 Highlights | 2021 Pre-Season Testing,42,17,12,PT3M25S,205.0,1593957,45183,279,2046
321,evAWBIZL774,DE,PA Sports Doku: Streben nach Glück | STOKED Documentaries,57,24,22,PT31M37S,1897.0,101047,8840,123,1293
322,39QLCIDTa_M,DE,"Das passiert, wenn du 30 Tage lang täglich meditierst!",54,27,28,PT12M20S,740.0,52570,5036,32,385
323,9mBWZYKP2ro,DE,Taylor Swift Wins Album Of The Year | 2021 GRAMMY Awards Show Acceptance Speech,79,10,18,PT3M29S,209.0,2723849,134780,7331,9334
324,3IpcM5gqRM4,DE,Schwarze Löcher Erklärt - Von der Geburt bis zum Tod,52,27,1,PT11M45S,705.0,373782,35706,195,2294
325,nNBDjJosK74,DE,Post Malone - Hollywood's Bleeding (Live From The 63rd GRAMMYs ® / 2021),72,10,6,PT3M6S,186.0,825209,77875,732,5205
326,vAqRews_-DQ,DE,mein LETZTES MAL FORTNITE... 😢 (war schön..) bis zur neuen SEASON 6 | Braxic,76,20,31,PT11M45S,705.0,113314,11726,651,6702
327,4SLBA0kBjhc,DE,"BTS Feeling ""Dynamite"" at 2021 GRAMMY Awards | E! Red Carpet & Award Shows",74,24,29,PT4M19S,259.0,2716788,238496,3157,17576
328,QM7B0x7meW0,DE,Diogo Jota mit Siegtreffer gegen den Ex-Klub | Wolverhampton Wanderers - Liverpool 0:1 | Highlights,99,17,23,PT3M6S,186.0,199697,5870,76,213
329,p_4M4TKTydM,DE,KSI – Patience (feat. YUNGBLUD & Polo G) [Official Video],57,10,28,PT3M10S,190.0,1997959,281343,7385,25855
330,CmCWlia-ZvE,DE,Sie will einen Millionär | Shayan Garcia,40,23,4,PT9M31S,571.0,104947,9094,102,500
331,yVsjV1hQRzE,DE,James Corden Recaps the GRAMMYs,31,24,20,PT11M48S,708.0,190458,13899,197,1036
332,qcGgPlepbw8,DE,"🔴 Live: Grammys 2021 Red Carpet | March 14th, 6:30PM ET | PEOPLE",64,24,32,PT1H2M30S,3750.0,3959800,104244,7356,4170
333,7f63HKUe8BY,DE,LUCY ist zurück! 😍🤯 | Köln 50667 #2072,38,24,31,PT13M59S,839.0,183099,5702,124,287
334,ojGHE581lsM,DE,Marvel Studios' The Falcon and The Winter Soldier | Final Trailer | Disney+,75,24,19,PT1M59S,119.0,2311199,142940,1141,7775
335,4hncdTXzBa8,DE,Mustafi patzt! Wölfe zerlegen Knappen: VfL Wolfsburg - FC Schalke 5:0 | Bundesliga | DAZN Highlights,100,17,25,PT5M16S,316.0,476619,12224,197,1380
336,DCTlCeEXlbo,DE,FIRST LOOK: Knutsch-Skandal 💋 & Wer muss die Insel verlassen? 😱💨 | Love Island - Staffel 5 #07,94,24,24,PT1M49S,109.0,95009,1616,36,179
337,WiSYGlWFMk4,DE,BMW M5 V10 - 20.000€ Fehlkauf wieder Fahrbereit?!,49,2,56,PT40M59S,2459.0,153194,8981,218,1079
338,1nI4uWdXjz8,DE,LECK MICH! - Wir ertasten blind Gegestände mim Gesicht und Enya will mehr (glaube ich zumindest),96,24,16,PT12M26S,746.0,260278,23072,421,727
339,2euN5r_3l2o,DE,"Wir erkunden unser neues ""zu Hause"" 😍 | Bibi",44,26,14,PT9M8S,548.0,650293,36909,906,1436
340,-pNOyG0-7aI,DE,das sind meine Body Insecurities (ich bin klein btw),52,24,12,PT4M29S,269.0,83158,12038,68,840
341,DuQbOQwVaNE,DE,"Offering People $100,000 To Quit Their Job",42,24,0,PT11M17S,677.0,25789545,1447566,16966,80173
342,LHFhnnTWMgI,DE,I Cooked a Chicken by Slapping It,33,28,9,PT13M17S,797.0,2184515,114921,2781,8585
343,myL4UjZ9BUE,DE,JP Performance - Der Lack is ab! | Nissan GTR R34 neue Lackierung,65,2,47,PT19M51S,1191.0,456644,25798,215,1891
344,zzGU9j47YNA,DE,$1.5M Meltwater Champions Chess Tour: Magnus Carlsen Invitational | Day 3 | P.  Leko & T. Sachdev,97,20,4,PT5H26M,19560.0,136995,1642,38,42
345,JcBUTJssJMg,DE,Pinterest Outfits nachstellen (Ich weiß endlich wie ich Klamotten kombinieren kann😃),84,22,0,PT10M11S,611.0,74591,10536,203,606
