,id,country,title,title_length,category,tag_num,duration,duration_secs,views,likes,dislikes,comment_count
346,49LcXmSr8O8,DE,I played weird virtual pet games,32,1,4,PT11M20S,680.0,2720444,291314,1400,29391
347,IjeDzumykrc,DE,Unser Weg zum Leben im Wohnmobil. Haus verkauft und frei. #VanLife 2021 *318,76,19,0,PT24M30S,1470.0,72961,1575,83,237
348,ctRLLwPwwsA,DE,Valkyrae x Natsumiii x Lilypichu  - Last Cup of Coffee ♫ Cover,62,20,3,PT1M13S,73.0,892017,127498,445,8457
349,LsxT-udR7aE,DE,Diese Feta Pasta mit Tomaten braucht nur 5 Zutaten!,51,26,27,PT5M28S,328.0,50604,1136,23,97
350,4CO5cjy3khg,KR,[#습핫습핫] 중독성甲 + 개비스X 급 속 편한 샤우팅↗  | 펜트하우스2(Penthouse2) | SBS DRAMA,65,24,32,PT11M29S,689.0,1807429,21139,371,2321
351,odY9BGCxG98,KR,롤린(Rollin’) - 브레이브걸스(Brave Girls) [뮤직뱅크/Music Bank] | KBS 210312 방송,67,10,13,PT3M23S,203.0,688920,22399,211,1646
352,bpAYc0D0tXs,KR,[앵콜CAM] 브레이브걸스 '롤린(Rollin')' 인기가요 1위 앵콜 직캠 (Brave Girls Encore Fancam) | @SBS Inkigayo_2021.03.14.,98,24,15,PT4M53S,293.0,2820783,108024,747,15618
353,C1H-aZ6VV2E,KR,좋좋소 7화 확장판 공개본ㅣ사장님이 집에 가는 길에 봐버린 것,34,1,57,PT2M6S,126.0,188213,2271,35,632
354,1w6jCZqMzf4,KR,건강에 좋은 부추 이렇게 해서 드세요 Chives,27,22,3,PT2M58S,178.0,304215,3911,106,116
355,Q88P1gpOJxA,KR,ROSÉ - 'On The Ground' 0314 SBS Inkigayo,40,10,24,PT2M52S,172.0,13812891,1650242,21124,74481
356,Z_-b9IpKzb4,KR,[#빈센조] 마! 이게 이탈리아 마피아 인맥이다! 최명희도 실패한 지검장 무너뜨린 송중기😚 (feat. 김병지) | #갓구운클립 #Diggle,79,24,54,PT14M34S,874.0,230317,1654,88,327
357,eCIjKipnPZY,KR,[ENG] 브레이브걸스 '롤린(Rollin')' 방송 첫 1위 앵콜무대? (fake.펭수&EBS) (Brave Girls Encore cam) | @EBS-Inkigayo,95,24,57,PT6M37S,397.0,435078,21132,77,2899
358,njrtsAEiIyc,KR,[펜트하우스2] 스페셜 '심수련이 살아 돌아오기라도 한 줄 알았어? 주단태의 X와이프 나애교 등장!' / 'The Penthouse2' Special | SBS NOW,93,24,38,PT15M8S,908.0,1226377,13176,221,1275
359,94Wnc3XcFDM,KR,"🇰🇷황의조 시즌 7,8호골! 디종 vs 보르도 하이라이트 [🇫🇷리그1 HL 28R/ 디종vs보르도]",55,17,19,PT8M10S,490.0,491716,3905,92,927
360,HkJ7K146Y20,KR,[안방1열 직캠4K] 로제 'On The Ground' 풀캠 (ROSÉ Full Cam)│@SBS Inkigayo_2021.03.14.,75,24,12,PT3M12S,192.0,2326623,252557,3624,11080
361,x4fENCweqe0,KR,'기적의 역주행' 브레이브걸스 인기가요 1위 하던 순간(FEAT. 국군 장병 + 예비군 + 민방위) / 비디오머그,63,25,31,PT2M23S,143.0,316629,6282,41,758
362,nL0C49gGdRg,KR,브레이브걸스 신조어 테스트 - 이들은 우리와 동년배 아이돌이었읍니다. (feat. 롤린 스불재) (Brave Girls Neologism Test) [핫터뷰],88,24,12,PT10M8S,608.0,579260,10535,66,1844
363,fjp4thii1WY,KR,ROSÉ - 'Gone' 0314 SBS Inkigayo,31,10,24,PT1M57S,117.0,8081537,1201473,8374,45210
364,p0vPvJR2Oqc,KR,거미(GUMMY)&강승윤(KANG SEUNG YOON) 두 사람의 첫 듀엣곡 '널 사랑하지 않아'♬ | 비긴어게인 오픈마이크,69,24,6,PT5M52S,352.0,192906,13586,41,1600
365,6qxYJiCeKbw,KR,"[티비냥] 김지민이 김용명을 유혹하는 역대급 방법ㅋㅋㅋ 여보 나랑 둘째 만들래,,,? 열둘째? (수상한 택시) |  #코미디빅리그 | CJ ENM 191110 방송",91,24,53,PT6M57S,417.0,510095,2289,114,128
366,4SLBA0kBjhc,KR,"BTS Feeling ""Dynamite"" at 2021 GRAMMY Awards | E! Red Carpet & Award Shows",74,24,29,PT4M19S,259.0,2716788,238496,3157,17576
367,uFv5QzDzrqs,KR,라멜라는 대체 왜 그랬을까?(ft. 손흥민이 부상 당한 이유),34,17,12,PT12M8S,728.0,192146,3579,64,596
368,RGAL_nG3FBI,KR,생일선물로 포르쉐 받았습니다,15,22,36,PT15M35S,935.0,1073013,31166,811,3073
369,IUVinMm9kB4,KR,[에디터's 꿀잼Pick] 도를 넘는 커여움...❤ 인생 2회차 #도하영(ft.#돼끼) 어록☆ | #슈퍼맨이돌아왔다 | KBS 방송,73,24,31,PT16M47S,1007.0,1489207,17093,647,1062
370,CKZvWhCqx1s,KR,ROSÉ - 'On The Ground' M/V,26,10,24,PT3M9S,189.0,81528957,6785647,72240,1412801
371,vrUMbA8dNDY,KR,[안방1열 직캠4K] 브레이브걸스 '롤린(Rollin')' 풀캠 (Brave Girls Full Cam)│@SBS Inkigayo_2021.03.14.,84,24,15,PT3M38S,218.0,623247,15153,145,2165
372,-n1eat7LMaE,KR,조정장 끝물? 주식 더 들고 가도 될까? 지금이 중요한 변곡점 (박세익),40,22,0,PT28M2S,1682.0,56933,2249,41,89
373,XpzIplnPq2k,KR,풍성한 좋소기업 명절 - 【좋좋소 Ep.07】,25,22,12,PT8M20S,500.0,629163,9310,152,2098
374,GZPcNVKR6UQ,KR,와서 요리나 하고 가라며..... l 철원일기 1화,28,24,11,PT4M19S,259.0,229404,4695,61,971
375,SJ7bt16PTHw,KR,역주행 열풍 ′브레이브걸스′의 ′롤린Rollin′’ 무대,31,24,18,PT3M21S,201.0,2649896,55629,737,8838
376,sXPpymnF3Lo,KR,감스트는 사격을 잘 할까?,14,17,43,PT9M48S,588.0,136365,4350,46,482
377,WzhxOuRzLOw,KR,(EN) 밀보드 통째로 차에 태웠습니다 #브레이브걸스 #롤린 #열차탑승 ㅣ 시즌비시즌 ep.27,53,24,29,PT13M28S,808.0,3396041,79042,597,8411
378,bNGoz_zHthE,KR,한국에 오신 부모님이 유럽보다 10년쯤 앞서 있어서 충격받은 이유,36,24,8,PT8M33S,513.0,216807,6622,138,306
379,vFWv44Z4Jhk,KR,Dua Lipa - Levitating ft. DaBaby / Don't Start Now (Live at the GRAMMYs 2021),77,10,16,PT5M5S,305.0,9792287,633188,10098,24214
380,YF-7jFuMi3U,KR,[8K] 내가 삼성말고 LG로 가전을 싹다 도배한 이유? 전자기기 덕후가 이사간 새집 랜선집들이 초대합니다!,60,28,24,PT15M17S,917.0,532852,8490,272,2930
381,8iIjyGLWDLM,KR,[K-Choreo 8K] 브레이브걸스 직캠 '롤린 (Rollin')' (Brave Girls Choreography) l @MusicBank 210312,85,10,36,PT3M36S,216.0,1812137,38812,293,5866
382,TgRtgM6xTVA,KR,별빛같은 나의사랑아(임영웅 신곡)-Cover. 테너 조용갑 #별빛같은_나의사랑아 #별빛 #조용갑 #임영웅,62,24,61,PT12M36S,756.0,60101,5747,71,423
383,cZ5AyBdn9dU,KR,[신병] 저녁점호,9,23,31,PT6M16S,376.0,2762539,41715,890,10632
384,yTViYh6zR-c,KR,[동충하초] 반장 선거,12,1,0,PT5M39S,339.0,682478,14219,393,4140
385,uVUSjednH8s,KR,[후토크] ‘토트넘 억제기’ 라멜라가 가르쳐준 손흥민의 진정한 가치 (북런던더비),45,17,9,PT8M44S,524.0,148007,1832,65,322
386,Pmu5xCQE_Og,KR,[산범] 제 남자친구를 소계할계요,18,22,0,PT4M30S,270.0,1501392,12964,7245,16682
387,BWDh3GhPnsI,KR,서울에서 동생들이 찾아왔습니다!,17,22,14,PT16M52S,1012.0,597088,6184,163,308
388,OGWXEpdIyCk,KR,일본 친구들 한국으로 초대했더니 최악의 상황이... [일본인 유이뿅],38,24,15,PT8M4S,484.0,440196,8881,187,903
389,on8HDx0zQdw,KR,일본에서 보내는 주말 일상 VLOG🌻ㅣ토모 안경 새로 맞추기ㅣ예쁜 카페 가서 맛있는 디저트 먹고 힐링하기🍰ㅣ토모 집에서 느긋하게 보내기,75,22,28,PT24M2S,1442.0,592270,16014,157,1877
390,Yw2I2kt7n8A,KR,말로 절대 지지않는 다급한 강아지,18,15,0,PT5M7S,307.0,166252,8764,72,812
391,QIfhaZagnOE,KR,일반인은 절대 '이 조합'을 알 수 없는 이유(마지막 소름 주의),36,23,2,PT23S,23.0,666811,10201,388,814
392,rXbeD97kl2w,KR,[샒의삶] 일상: 다음 생엔 자룡이로 태어나고 싶어지는 영상 / 새 집에서 적응중인 고양이와 나 VLOG / 새로 생긴 고양이 물품 모두 소개&언박싱!,84,22,0,PT30M51S,1851.0,207985,4963,86,463
393,nQLFmSO2-50,KR,손흥민과 같이 독일 유학갔던 이강이 축구를 그만 둔 이유… 별의 별 일이 다 있었네요ㄷㄷㄷ  l 이천수의 천재투어 EP.08,69,17,13,PT14M10S,850.0,620554,4089,164,652
394,5tvN_Q0vl7k,KR,[몰카] 버린 쓰레기가 집으로 돌아온다면?ㅋㅋㅋㅋㅋㅋㅋㅋ 2탄,34,23,10,PT8M3S,483.0,55999,1318,33,231
395,9TdCsxykQbY,KR,한국사는 딸이 찍은 영상에 스페인 가족들이 난리난 이유,30,24,0,PT9M,540.0,376466,8797,97,258
396,WeXFqMjH6NE,KR,[임영웅 신곡]성악전공생들이 부르는 임영웅 - 별빛 같은 나의 사랑아[Cover By 까멜레옹],53,10,10,PT3M54S,234.0,42780,4664,39,425
397,7Yx79tNH1y8,KR,소개팅 시뮬레이터,9,23,34,PT54S,54.0,336359,8506,51,797
398,SkLunwet7fQ,KR,결국 한국으로 떠나게 된 피나이가족..다시 시작된 한국방문기 | 한필커플,40,19,4,PT9M25S,565.0,437751,14917,257,1110
399,WVO0vGpHZQI,KR,"한국인이 고쳐 파는 미국집,이득만 1억1천? 4천만원 돈 더 주겠다는 미국인/미국이사브이로그 이사벨 한국아빠미국일상/미국 일상 브이로그/외국 브이로그/한미국제커플, 한국아빠미국업마",100,22,39,PT14M53S,893.0,201800,6867,70,652
400,DuQbOQwVaNE,AU,"Offering People $100,000 To Quit Their Job",42,24,0,PT11M17S,677.0,25789545,1447570,16966,80173
401,vFWv44Z4Jhk,AU,Dua Lipa - Levitating ft. DaBaby / Don't Start Now (Live at the GRAMMYs 2021),77,10,16,PT5M5S,305.0,9792287,633188,10098,24214
402,aVAKT9UxJMI,AU,Billie Eilish - everything i wanted (Live From The 63rd GRAMMYs®/2021),70,10,9,PT3M40S,220.0,2244250,297574,2106,22085
403,Uzii44SDYFA,AU,Taylor Swift - cardigan / august / willow (Live From The 63rd GRAMMYs ® / 2021),79,10,20,PT5M25S,325.0,1222582,241971,791,17813
404,9mBWZYKP2ro,AU,Taylor Swift Wins Album Of The Year | 2021 GRAMMY Awards Show Acceptance Speech,79,10,18,PT3M29S,209.0,2723849,134781,7331,9334
405,zNjHov_yrd0,AU,Can I Save The Sidemen's Shots at My Car?,41,24,5,PT9M10S,550.0,1426722,128897,1183,2546
406,ZrdQSAX2kyw,AU,Zack Snyder’s Justice League | Official Trailer #2 | HBO Max,60,1,25,PT2M29S,149.0,4026018,145196,2556,16321
407,49LcXmSr8O8,AU,I played weird virtual pet games,32,1,4,PT11M20S,680.0,2720444,291314,1400,29391
408,LHFhnnTWMgI,AU,I Cooked a Chicken by Slapping It,33,28,9,PT13M17S,797.0,2184515,114921,2781,8585
409,p_4M4TKTydM,AU,KSI – Patience (feat. YUNGBLUD & Polo G) [Official Video],57,10,28,PT3M10S,190.0,1997959,281344,7385,25853
410,Q88P1gpOJxA,AU,ROSÉ - 'On The Ground' 0314 SBS Inkigayo,40,10,24,PT2M52S,172.0,13812891,1650242,21124,74481
411,NZ-JgoftTTY,AU,Day 3 Highlights | 2021 Pre-Season Testing,42,17,12,PT3M25S,205.0,1593957,45183,279,2046
412,cT7wOSOZVoc,AU,Minecraft Survivor VS 3 Hitmen...,33,20,22,PT42M25S,2545.0,20503627,1397702,24798,101890
413,sMkEWRoPVvY,AU,"*NEW* Fortnite SEASON 6 is EPIC - TRAILER, SKINS + MORE! (Zero Crisis)",70,20,24,PT10M51S,651.0,1583023,63289,1292,6995
414,CKZvWhCqx1s,AU,ROSÉ - 'On The Ground' M/V,26,10,24,PT3M9S,189.0,81528957,6785647,72240,1412801
415,LALR0ovhVks,AU,At Home With Kim Kardashian - The End of An Era | Good Morning Vogue,68,24,18,PT17M49S,1069.0,1136044,48304,1310,2524
416,fjp4thii1WY,AU,ROSÉ - 'Gone' 0314 SBS Inkigayo,31,10,24,PT1M57S,117.0,8081537,1201474,8374,45210
417,vPiKCMo7trw,AU,Barcelona vs Huesca | LALIGA HIGHLIGHTS | 3/15/2021 | beIN SPORTS USA,69,17,25,PT12M29S,749.0,890291,17343,550,1936
418,nNBDjJosK74,AU,Post Malone - Hollywood's Bleeding (Live From The 63rd GRAMMYs ® / 2021),72,10,6,PT3M6S,186.0,825209,77876,732,5205
419,_pQpFDdJi5Q,AU,Day 2 Highlights | 2021 Pre-Season Testing,42,17,20,PT4M4S,244.0,1944205,46099,394,1924
420,xgKFeXmy06M,AU,"WHO’S IN MY BATHROOM? with Hailey Rhode Bieber | Guest Kendall Jenner plays ""Never Have I Ever""",95,22,0,PT12M31S,751.0,3709327,213525,6863,8108
421,4MmWdRnAjbY,AU,Fortnite STORY - THE END OF SEASON 5,36,20,26,PT8M58S,538.0,1874564,58325,847,4485
422,ojGHE581lsM,AU,Marvel Studios' The Falcon and The Winter Soldier | Final Trailer | Disney+,75,24,19,PT1M59S,119.0,2311199,142942,1141,7775
423,Ahz_JyVSFXo,AU,THIS IS NOT WHAT HE WANTED!! 😂😂,31,22,12,PT59S,59.0,8127713,410991,7890,5559
424,AKBF-jeOlD8,AU,Saying Goodbye...,17,26,5,PT11M24S,684.0,4133888,117148,37651,22000
425,P602bfPv-DE,AU,NRL Players react l Big Hits of the decade part 3 l Kayo Sports,63,17,5,PT3M43S,223.0,55333,1049,14,43
426,UlIq5gvqOmA,AU,Harry Styles Wins Best Pop Solo Performance | 2021 GRAMMY Awards Show Acceptance Speech,87,10,17,PT2M17S,137.0,2292455,138224,2418,4647
427,krcpG_0oZVM,AU,100 Drops - [Salty Towers],26,20,24,PT30M1S,1801.0,888202,66790,1879,8873
428,l3YJwHnZEiw,AU,the best logic ever,19,20,0,PT57S,57.0,1677761,28124,840,812
429,ctRLLwPwwsA,AU,Valkyrae x Natsumiii x Lilypichu  - Last Cup of Coffee ♫ Cover,62,20,3,PT1M13S,73.0,892017,127500,445,8457
430,Eg1ScKoBnHA,AU,Who Owns Antarctica?,20,23,15,PT8M55S,535.0,319625,34224,151,2191
431,nxnZe6wjjqU,AU,Jeremy Clarkson reveals details about future episodes of The Grand Tour,71,2,6,PT6M1S,361.0,1505559,51343,516,2818
432,EyURYSTf0rM,AU,I Survived 400 Days in HARDCORE Minecraft...,44,20,15,PT32M59S,1979.0,1903080,49653,1364,6177
433,6YLIOE56yOA,AU,GOING OVER TO YOUR PARENTS HOUSE FOR THANKSGIVING!! #shorts,59,24,0,PT30S,30.0,1747462,29769,1598,499
434,RYN6-HTeIvA,AU,WHAT ARE THE BLACK LINES ON THE SIDE OF A SCHOOL BUS FOR?,57,24,4,PT1M,60.0,1891518,80791,1237,2304
435,ZY2notM68ZE,AU,36th America's Cup Race 8 Highlights,36,17,26,PT2M14S,134.0,239449,609,65,188
436,2-O6tUkabk8,AU,Day 1 Highlights | 2021 Pre-Season Testing,42,17,10,PT4M18S,258.0,2638149,59279,699,2340
437,UnBZLFB7kLo,AU,Cardi B - Up / WAP feat. Megan Thee Stallion (Live from the 63rd GRAMMYs ®️ 2021),81,10,27,PT4M24S,264.0,4176108,145437,22773,24790
438,wAUOFiwkN3g,AU,I created my *OWN* Fortnite LIVE EVENT! (Agent Jones),53,20,20,PT8M17S,497.0,590683,24499,673,1697
439,vq3NyBt__PE,AU,I Made a Game Controlled by A Banana,36,24,29,PT13M47S,827.0,2153434,196695,1929,35670
440,4SLBA0kBjhc,AU,"BTS Feeling ""Dynamite"" at 2021 GRAMMY Awards | E! Red Carpet & Award Shows",74,24,29,PT4M19S,259.0,2716788,238496,3157,17576
441,fxrkhf17fU0,AU,NF - LOST ft. Hopsin,20,10,32,PT4M4S,244.0,7121314,582575,4537,55857
442,YnZoC-OUVVU,AU,"Minecraft UHC but you can craft ""Multi Armor""..",47,20,16,PT13M40S,820.0,1745813,113577,2419,5330
443,lxkNQZO8hOc,AU,What Happened to My Nail,24,24,20,PT13M14S,794.0,938999,58424,722,2369
444,Qvp-NaJ5l0U,AU,Lachlan x Lazarbeam Fortnite Icon Duos!,39,20,21,PT17M7S,1027.0,1867808,94703,734,4398
445,v345U7HfqmA,AU,How Many Glass Windows Stops a Golf Ball???,43,17,3,PT14M22S,862.0,1148193,49389,1152,4818
446,13f6sbj4Sr8,AU,Every Retail Job Ever,21,23,5,PT8M3S,483.0,406764,27488,292,1793
447,nS5LK0QViPs,AU,GOING TO THE HAIRDRESSERS FOR THE FIRST TIME IN A YEAR...,57,23,14,PT7M47S,467.0,157747,11411,59,1058
448,5ejYOpVquMg,AU,Jawbreaker Nails (I drilled my nail),36,24,22,PT14M41S,881.0,1778781,98366,1180,4006
449,R5KLddEZBQI,AU,Rocket League Players vs The Rank They Think They Deserve (Attackers Only),74,20,17,PT13M39S,819.0,514252,23749,234,2742
450,0TUPdN3UrTs,JP,匂わせについて話します。,12,24,0,PT26M50S,1610.0,1082721,40607,1898,3066
451,59qM7uU-apI,JP,劇場版『名探偵コナン 緋色の弾丸』名古屋弁特報【2021年4月16日（金）公開】,40,1,20,PT41S,41.0,735944,0,0,1619
452,mgg2pmjepME,JP,【衝撃】人気トップYouTuber達に聞いた本当に可愛い&イケメンのYouTuberがまさかの結果に…【後編】,55,24,15,PT15M49S,949.0,429422,9063,1047,743
453,AnTe-gmIseI,JP,カフェ店員として働いてみました,15,22,0,PT16M,960.0,289715,7916,218,568
454,nMxgkG3ENjI,JP,TV SPOT B 15秒『シン・エヴァンゲリオン劇場版』絶賛公開中,34,1,0,PT16S,16.0,1804876,55681,309,4878
455,q-YSCo9WPNI,JP,櫻坂46『BAN』ティザー映像,15,10,5,PT31S,31.0,292707,17622,228,1625
456,ttP4rSaFOlk,JP,登録者３６万人様記念！キングコングさんありがとう！スペシャル緊急生配信！【概要欄必見】,43,24,3,PT37M11S,2231.0,179319,8510,222,866
457,6AM7MHUv5a4,JP,楽天と日本郵政の業務提携でどうなるのか解説します,24,25,7,PT8M57S,537.0,275622,4068,497,354
458,_lXKbYe96DQ,JP,"【また喧嘩】兄貴の家に""突撃訪問""して盛大に誕生日お祝いしたら見事に事故ったwww【毎日投稿1日目】",50,22,0,PT6M13S,373.0,309845,14018,148,886
459,Wm-cSqPJCEY,JP,お久しぶりに最近の毎日メイク動画。,17,22,6,PT15M27S,927.0,240257,8577,191,732
460,5_xu4Bq5M4M,JP,フワちゃんに1日密着したら風呂も着替えも全部見せるねん,27,23,0,PT12M6S,726.0,269885,17963,140,1446
461,EYxOFObkSDk,JP,悪い顔選手権【GENERATIONS・中務さん＆メンディーさん編】,33,24,4,PT10M28S,628.0,582222,20835,202,1243
462,VtYHDy-s5Lo,JP,大切なお知らせ,7,22,1,PT3M29S,209.0,1841726,56873,8648,5751
463,HG8Th6FUcHw,JP,【アニメ遠井さん】授業態度がひどすぎる生徒がマジで草ＷＷＷＷＷ【すとぷり】,37,24,11,PT2M19S,139.0,754022,55743,188,4909
464,yCvg0Ukn0fM,JP,TVアニメ「PUI PUI モルカー」第11話　タイムモルカー,31,1,10,PT2M40S,160.0,697708,31728,138,2221
465,uRMN2107P2I,JP,『卒業編2021』成立カップルの予想をしてみました💘【るか・はると・このん・かず】,41,24,33,PT33M11S,1991.0,212523,2756,67,351
466,gyBFEABuUQg,JP,펜타곤(PENTAGON) - 'DO or NOT' @ ONLINE MEDIA SHOWCASE,51,10,58,PT3M14S,194.0,239157,39168,92,3215
467,SLSYsJiqMCw,JP,【番組】RIZIN CONFESSIONS #67,25,17,16,PT22M22S,1342.0,135137,0,0,674
468,Q88P1gpOJxA,JP,ROSÉ - 'On The Ground' 0314 SBS Inkigayo,40,10,24,PT2M52S,172.0,13812891,1650243,21124,74481
469,Fs0I8bJzsfw,JP,【鬼滅の刃 塗絵帳】プロ絵師なつめさんちが100均の道具で塗絵帳に挑戦!! 【アナログ／本気で塗ってみた】,53,1,21,PT19M11S,1151.0,149990,9745,66,603
470,_IBE45IYzYA,JP,【直撃】インパルスって今どうなってるの？,20,24,0,PT28M16S,1696.0,509921,12046,539,1534
471,vFWv44Z4Jhk,JP,Dua Lipa - Levitating ft. DaBaby / Don't Start Now (Live at the GRAMMYs 2021),77,10,16,PT5M5S,305.0,9792287,633188,10098,24214
472,cU6cnHHX4LM,JP,펜타곤(PENTAGON) - 'DO or NOT' Official Music Video,48,10,53,PT3M49S,229.0,957393,164906,507,24537
473,SsQh1fuBuNg,JP,永野、ラッセンにする🔥第４回いきなりパーマ！,22,24,7,PT31M47S,1907.0,407775,13368,360,1443
474,BNIs5FvObGA,JP,楽天イーグルス vs 横浜DeNAベイスターズ｜2021プロ野球オープン戦 3.14,42,17,6,PT3H42M23S,13343.0,843179,2702,181,181
475,W5NFr-doUco,JP,強制的に宮迫さんに”芸人魂”を思い出してもらいました【天然素材復活!?】,36,24,0,PT26M37S,1597.0,326496,8679,464,766
476,A4mNkkFjF9Y,JP,【番組未公開映像③】和牛の漫才「情熱大陸のウラ側」,25,22,4,PT4M50S,290.0,129329,4477,44,195
477,AYMdteURRWs,JP,答え見ないで正解判定するのめっちゃ大変なんですけど,25,24,5,PT14M11S,851.0,430856,12881,155,1033
478,aVAKT9UxJMI,JP,Billie Eilish - everything i wanted (Live From The 63rd GRAMMYs®/2021),70,10,9,PT3M40S,220.0,2244250,297574,2106,22085
479,y1aUjPIfrUE,JP,【歌枠】１３０万人ありがとうを込めたお祝い歌枠【ホロライブ/白上フブキ】,36,10,0,PT1H31M38S,5498.0,185000,17815,56,102
480,5VL8DaHvl54,JP,【スカイピース】番組を見たコトない2人に今日好きクイズを出したら大変な事になりました…!?【キス顔罰ゲーム】,54,24,33,PT22M43S,1363.0,355124,7389,169,399
481,7JBhZze9_LI,JP,普通にワードウルフやってみた,15,23,0,PT32M4S,1924.0,516851,9941,163,1227
482,fjp4thii1WY,JP,ROSÉ - 'Gone' 0314 SBS Inkigayo,31,10,24,PT1M57S,117.0,8081537,1201474,8374,45210
483,Tk3wzme995o,JP,【ルームツアー】新居を紹介してたら大事故が起きた…,25,24,0,PT11M44S,704.0,492448,14047,673,688
484,NmC5M8RylVY,JP,Aimer「地球儀 with Vaundy」MUSIC VIDEO（先行配信中！new album『Walpurgis』4.14 on sale）,73,10,17,PT4M41S,281.0,285379,18970,69,873
485,gC-rGcBg1XQ,JP,【超強化】とんでもない強化された選手がいるCSガチャ新登場！無料コイン増量も見逃すな！無課金で引くべきガチャはこっち！【ウイイレアプリ2021】,72,20,19,PT9M43S,583.0,161523,2747,78,594
486,bkTWRvIbVGU,JP,【告白】今だから言える、実はめちゃ病んでました。,24,24,5,PT18M18S,1098.0,668753,28415,616,3087
487,mZD_YSJbc6s,JP,【アニメ】もう一緒の部屋は嫌だ！部屋替えする6兄弟が草ＷＷＷＷＷ【すとぷり】,38,24,10,PT4M2S,242.0,1652188,85324,525,5563
488,LpxAwo9TFq0,JP,因縁の宮迫博之を襲撃してみた~2年ぶりの再会~,23,24,8,PT22M48S,1368.0,610821,16822,750,1430
489,VJR56K1kgqY,JP,チワックスを我が家にお迎えしました！= 夢の多頭飼い =,28,26,9,PT2M47S,167.0,155383,9093,70,602
490,7DGzeTXXYcs,JP,数億年ぶりに兄に再会し対談したらタトゥーとか入れて人生楽しんでた⤴︎,34,22,0,PT14M47S,887.0,664717,22783,193,1319
491,kWSNRXcghOM,JP,ご報告があります,10,24,4,PT7M38S,458.0,1310024,29911,2695,4611
492,3PHhEri5P9Q,JP,NiziUxFit's Making Movie,24,24,58,PT6M28S,388.0,315426,15318,181,1682
493,10AkYPFLNs8,JP,【恋愛って大変】ふくれなと牛タン食べながらいろんなこと語りまくる会！！,35,24,13,PT23M38S,1418.0,904947,25372,533,1569
494,ftSVHe8TN7M,JP,【大真面目集団】もっと出来た！？第一回！！ツッコミ反省会！！！！,32,23,0,PT13M24S,804.0,1379352,25667,673,2141
495,5NSfpfVeqEI,JP,超高級ブランド購入マスで1人大破産しました。(1ヶ月リアル人生ゲーム生活#11),40,23,15,PT24M17S,1457.0,258836,5237,139,1137
496,rsvxa034lmI,JP,大人っぽい春メイクとカラコンのご紹介！ naenano's color contacts👁,45,22,9,PT9M25S,565.0,234242,12003,412,2939
497,cxVEoMt35e8,JP,地球の周りを彷徨う2つの謎の物体とは？！,20,20,0,PT14M6S,846.0,447679,10066,346,740
498,wP8prsD75mo,JP,【アニメ】男女が手錠でつながれるとどうなるのか？,24,22,6,PT8M1S,481.0,617108,9116,386,1248
499,VwshYoNn9Yg,JP,言いたくて仕方なかった事。伝えたい事。,19,22,0,PT13M42S,822.0,553358,17171,481,1727
500,pXRKw2VP-sw,ES,Resumen de FC Barcelona vs SD Huesca (4-1),42,17,49,PT1M31S,91.0,1006144,26889,474,1188
501,vFWv44Z4Jhk,ES,Dua Lipa - Levitating ft. DaBaby / Don't Start Now (Live at the GRAMMYs 2021),77,10,16,PT5M5S,305.0,9792287,633191,10098,24214
502,rBlzhiJtaHA,ES,Vídeo de la historia del Punto cero para el Capítulo 2 - Temporada 6 de Fortnite,80,20,1,PT3M14S,194.0,456682,72653,303,8470
503,Du4WMOS2-sA,ES,LIVE: GRAMMY Awards Premiere Ceremony | March 14 at 3pm ET / 12pm PT,68,10,14,PT2H22M50S,8570.0,13457186,589398,31345,76732
504,UlIq5gvqOmA,ES,Harry Styles Wins Best Pop Solo Performance | 2021 GRAMMY Awards Show Acceptance Speech,87,10,17,PT2M17S,137.0,2292455,138224,2418,4647
505,796YqsAuzkM,ES,"DUKI - Chico Estrella (Video Oficial) ft. Asan, Yesan",53,10,15,PT3M,180.0,1125038,237844,1111,13705
506,s145X2bM2VU,ES,La emoción de Bryan Gil cuando le dicen que va con la selección absolutaI MARCA,79,17,7,PT16S,16.0,38126,464,19,28
507,b4pOLx72GkU,ES,Nio García x Casper Magico x Ozuna x Myke Towers x Wisin x Yandel - Travesuras Remix (Video Oficial),100,10,12,PT5M28S,328.0,14185813,344519,7538,16188
508,OKEE4i8L2U4,ES,ISRAEL B - BBS FREESTYLE 1.3 (PROD. LOWLIGHT),45,10,0,PT1M35S,95.0,50494,5133,37,220
509,kLmI5kKwjeA,ES,MORAD - TOCA (VIDEO OFICIAL),28,10,10,PT4M29S,269.0,1790541,91897,2415,4237
510,Bv1jALmLfQQ,ES,Jhay Cortez - Christian Dior,28,10,9,PT2M27S,147.0,1134303,75553,1409,3558
511,qcGgPlepbw8,ES,"🔴 Live: Grammys 2021 Red Carpet | March 14th, 6:30PM ET | PEOPLE",64,24,32,PT1H2M30S,3750.0,3959800,104244,7356,4170
512,w7h4TvXl64s,ES,"Natos, Waor, Recycled J - NOSOTROS (Videoclip oficial) [Hijos de la Ruina Vol. 3]",81,10,0,PT4M30S,270.0,1440379,72842,1209,2885
513,u2G3bN_X95A,ES,NOS HEMOS QUEDADO ATRAPADOS EN LA ISLA ** NO PODEMOS SALIR**,60,24,7,PT8M1S,481.0,387626,27629,1232,1705
